Ticker,Year,EPS,End
IRM,2021,1.56,2021-12-31
J,2021,1.04,2021-12-31
CHRW,2021,6.37,2021-12-31
ABT,2021,3.97,2021-12-31
CPT,2021,2.97,2021-12-31
BIIB,2021,10.44,2021-12-31
ARE,2021,3.83,2021-12-31
CI,2021,15.89,2021-12-31
EME,2021,7.09,2021-12-31
MOH,2021,11.4,2021-12-31
SPGI,2021,12.56,2021-12-31
NTRS,2021,7.16,2021-12-31
DPZ,2022,2.82,2022-09-11
FCX,2022,1.91,2022-09-30
HAL,2022,600000.0,2022-09-30
SBUX,2022,2.85,2022-10-02
KVUE,2022,0.34,2022-10-02
JNJ,2022,5.49,2022-10-02
RVTY,2022,0.68,2022-10-02
TDY,2022,12.01,2022-10-02
NTAP,2022,3.46,2022-10-28
MDT,2022,1.02,2022-10-28
DG,2022,2.34,2022-10-28
DELL,2022,2.47,2022-10-28
LOW,2022,8.56,2022-10-28
ADI,2022,5.29,2022-10-29
TJX,2022,2.1,2022-10-29
DLTR,2022,5.2,2022-10-29
TGT,2022,4.11,2022-10-29
CSCO,2022,0.65,2022-10-29
ULTA,2022,17.45,2022-10-29
BBY,2022,1.23,2022-10-29
ROST,2022,3.09,2022-10-29
AMAT,2022,7.49,2022-10-30
WSM,2022,11.27,2022-10-30
NVDA,2022,0.27,2022-10-30
CPB,2022,0.99,2022-10-30
HRL,2022,1.84,2022-10-30
LULU,2022,2.0,2022-10-30
AVGO,2022,2.74,2022-10-30
DE,2022,23.42,2022-10-30
HD,2022,4.25,2022-10-30
CRM,2022,0.31,2022-10-31
HPE,2022,0.67,2022-10-31
WDAY,2022,-0.95,2022-10-31
SNPS,2022,6.44,2022-10-31
A,2022,4.19,2022-10-31
SJM,2022,1.79,2022-10-31
KEYS,2022,6.23,2022-10-31
COO,2022,7.83,2022-10-31
CRWD,2022,-0.58,2022-10-31
NDSN,2022,8.9,2022-10-31
CPRT,2022,0.26,2022-10-31
INTU,2022,0.14,2022-10-31
WMT,2022,-0.66,2022-10-31
ADSK,2022,2.44,2022-10-31
PANW,2022,0.07,2022-10-31
HPQ,2022,3.02,2022-10-31
KR,2022,2.47,2022-11-05
AZO,2022,28.37,2022-11-19
COST,2022,3.07,2022-11-20
DRI,2022,3.1,2022-11-27
LW,2022,0.72,2022-11-27
CAG,2022,0.63,2022-11-27
GIS,2022,1.01,2022-11-27
FDS,2022,3.59,2022-11-30
MKC,2022,2.54,2022-11-30
ORCL,2022,1.22,2022-11-30
FDX,2022,3.08,2022-11-30
LEN,2022,15.74,2022-11-30
JBL,2022,1.65,2022-11-30
NKE,2022,1.79,2022-11-30
CCL,2022,-5.16,2022-11-30
CTAS,2022,6.63,2022-11-30
PAYX,2022,2.05,2022-11-30
ACN,2022,3.12,2022-11-30
MU,2022,-0.18,2022-12-01
ADBE,2022,10.13,2022-12-02
HAS,2022,1.47,2022-12-25
QCOM,2022,1.99,2022-12-25
LRCX,2022,21.21,2022-12-25
TEL,2022,1.25,2022-12-30
LHX,2022,5.54,2022-12-30
GEN,2022,0.26,2022-12-30
STX,2022,-0.16,2022-12-30
SWKS,2022,1.94,2022-12-30
J,2022,1.07,2022-12-30
WDC,2022,-1.42,2022-12-30
TRMB,2022,1.81,2022-12-30
LDOS,2022,5.0,2022-12-30
TAP,2022,-0.81,2022-12-31
MAS,2022,3.65,2022-12-31
TT,2022,7.55,2022-12-31
TDG,2022,3.33,2022-12-31
EMR,2022,3.99,2022-12-31
BMY,2022,2.97,2022-12-31
UDR,2022,0.26,2022-12-31
MTB,2022,11.59,2022-12-31
ACGL,2022,3.9,2022-12-31
MPC,2022,28.31,2022-12-31
ETR,2022,5.4,2022-12-31
AAPL,2022,1.89,2022-12-31
LYB,2022,11.84,2022-12-31
RSG,2022,4.7,2022-12-31
TTD,2022,0.11,2022-12-31
MCO,2022,7.47,2022-12-31
VTRS,2022,1.71,2022-12-31
NOC,2022,31.61,2022-12-31
MAR,2022,7.27,2022-12-31
ZBRA,2022,8.86,2022-12-31
MDLZ,2022,1.97,2022-12-31
ECL,2022,0.93,2022-12-31
MLM,2022,13.91,2022-12-31
IRM,2022,1.92,2022-12-31
COF,2022,17.98,2022-12-31
TSCO,2022,1.96,2022-12-31
MPWR,2022,9.37,2022-12-31
DGX,2022,8.1,2022-12-31
ABBV,2022,6.65,2022-12-31
BLK,2022,34.31,2022-12-31
CAH,2022,-0.3,2022-12-31
RMD,2022,1.53,2022-12-31
MRSH,2022,6.11,2022-12-31
BIIB,2022,20.96,2022-12-31
MMM,2022,10.21,2022-12-31
TFC,2022,4.46,2022-12-31
INVH,2022,0.63,2022-12-31
VST,2022,-3.26,2022-12-31
WMB,2022,1.68,2022-12-31
EW,2022,2.46,2022-12-31
IQV,2022,5.82,2022-12-31
BG,2022,10.83,2022-12-31
MRK,2022,5.73,2022-12-31
BLDR,2022,16.98,2022-12-31
META,2022,8.63,2022-12-31
MGM,2022,3.52,2022-12-31
EA,2022,0.74,2022-12-31
BR,2022,0.49,2022-12-31
ZTS,2022,4.51,2022-12-31
TYL,2022,3.95,2022-12-31
MTD,2022,38.79,2022-12-31
DOV,2022,7.47,2022-12-31
MCHP,2022,2.96,2022-12-31
BRO,2022,2.38,2022-12-31
ROK,2022,3.33,2022-12-31
ELV,2022,25.1,2022-12-31
MET,2022,6.35,2022-12-31
HOOD,2022,-1.17,2022-12-31
EME,2022,8.13,2022-12-31
UBER,2022,-4.64,2022-12-31
ROL,2022,0.75,2022-12-31
TRV,2022,11.91,2022-12-31
CDNS,2022,3.13,2022-12-31
ABT,2022,3.94,2022-12-31
CPT,2022,6.07,2022-12-31
ES,2022,4.05,2022-12-31
MTCH,2022,1.28,2022-12-31
ADM,2022,1.84,2022-12-31
MOH,2022,13.72,2022-12-31
MCD,2022,8.39,2022-12-31
AOS,2022,1.52,2022-12-31
SPGI,2022,10.25,2022-12-31
BXP,2022,5.42,2022-12-31
MCK,2022,7.71,2022-12-31
ZBH,2022,1.1,2022-12-31
MSFT,2022,2.2,2022-12-31
ARE,2022,3.18,2022-12-31
USB,2022,3.69,2022-12-31
MA,2022,10.26,2022-12-31
EIX,2022,1.61,2022-12-31
MRNA,2022,21.26,2022-12-31
NCLH,2022,-5.41,2022-12-31
TPR,2022,2.19,2022-12-31
CHRW,2022,7.48,2022-12-31
MAA,2022,5.49,2022-12-31
VICI,2022,1.27,2022-12-31
CARR,2022,4.19,2022-12-31
NWS,2022,0.18,2022-12-31
TER,2022,4.52,2022-12-31
RTX,2022,3.52,2022-12-31
AFL,2022,0.32,2022-12-31
DTE,2022,5.53,2022-12-31
KLAC,2022,6.93,2022-12-31
EQR,2022,2.06,2022-12-31
KHC,2022,1.93,2022-12-31
CRL,2022,9.57,2022-12-31
RL,2022,7.19,2022-12-31
O,2022,1.42,2022-12-31
LH,2022,14.05,2022-12-31
XEL,2022,3.18,2022-12-31
EQIX,2022,7.69,2022-12-31
SCHW,2022,3.52,2022-12-31
CI,2022,21.54,2022-12-31
DUK,2022,-0.86,2022-12-31
NWSA,2022,0.18,2022-12-31
TSLA,2022,4.02,2022-12-31
NEM,2022,-0.54,2022-12-31
ANET,2022,4.41,2022-12-31
BK,2022,2.89,2022-12-31
CF,2022,16.45,2022-12-31
CNP,2022,1.6,2022-12-31
CMG,2022,32.28,2022-12-31
AJG,2022,5.3,2022-12-31
NI,2022,1.84,2022-12-31
RCL,2022,-8.45,2022-12-31
KDP,2022,1.01,2022-12-31
AKAM,2022,0.82,2022-12-31
EG,2022,15.19,2022-12-31
JCI,2022,0.17,2022-12-31
DHI,2022,2.79,2022-12-31
JPM,2022,12.1,2022-12-31
BX,2022,2.36,2022-12-31
CB,2022,12.66,2022-12-31
KEY,2022,1.94,2022-12-31
RJF,2022,2.36,2022-12-31
NSC,2022,13.92,2022-12-31
ESS,2022,6.27,2022-12-31
CHD,2022,1.7,2022-12-31
UNP,2022,11.24,2022-12-31
KMI,2022,1.12,2022-12-31
APP,2022,-0.52,2022-12-31
NEE,2022,2.1,2022-12-31
APD,2022,2.58,2022-12-31
XYZ,2022,-0.93,2022-12-31
CVX,2022,18.36,2022-12-31
WYNN,2022,-3.73,2022-12-31
EL,2022,2.47,2022-12-31
CHTR,2022,31.3,2022-12-31
KMB,2022,5.73,2022-12-31
UAL,2022,2.26,2022-12-31
TRGP,2022,3.95,2022-12-31
LYV,2022,0.53,2022-12-31
CBOE,2022,2.2,2022-12-31
EBAY,2022,-2.27,2022-12-31
TMO,2022,17.75,2022-12-31
EPAM,2022,7.32,2022-12-31
LLY,2022,6.93,2022-12-31
VRTX,2022,12.97,2022-12-31
LIN,2022,8.3,2022-12-31
MSI,2022,8.14,2022-12-31
WRB,2022,3.33,2022-12-31
LMT,2022,21.74,2022-12-31
MS,2022,6.23,2022-12-31
ALB,2022,22.97,2022-12-31
JBHT,2022,9.31,2022-12-31
EOG,2022,13.31,2022-12-31
BSX,2022,0.45,2022-12-31
YUM,2022,4.63,2022-12-31
CBRE,2022,4.36,2022-12-31
BKNG,2022,76.7,2022-12-31
CAT,2022,12.72,2022-12-31
MOS,2022,10.17,2022-12-31
RF,2022,2.29,2022-12-31
L,2022,3.39,2022-12-31
CVNA,2022,-15.74,2022-12-31
ROP,2022,18.18,2022-12-31
NTRS,2022,6.16,2022-12-31
EQT,2022,4.79,2022-12-31
JKHY,2022,2.57,2022-12-31
TPL,2022,19.27,2022-12-31
EFX,2022,5.69,2022-12-31
DOW,2022,6.32,2022-12-31
LVS,2022,2.4,2022-12-31
WTW,2022,9.0,2022-12-31
NFLX,2022,10.1,2022-12-31
AES,2022,-0.82,2022-12-31
TXN,2022,9.51,2022-12-31
APTV,2022,0.86,2022-12-31
BA,2022,-8.3,2022-12-31
XYL,2022,1.97,2022-12-31
AMD,2022,0.85,2022-12-31
CINF,2022,-3.06,2022-12-31
MSCI,2022,10.78,2022-12-31
EVRG,2022,3.27,2022-12-31
CDW,2022,8.24,2022-12-31
ETN,2022,6.17,2022-12-31
CNC,2022,2.09,2022-12-31
DD,2022,11.77,2022-12-31
COR,2022,2.35,2022-12-31
REGN,2022,40.51,2022-12-31
NDAQ,2022,2.28,2022-12-31
VMC,2022,4.33,2022-12-31
LII,2022,13.92,2022-12-31
TXT,2022,4.05,2022-12-31
OMC,2022,6.4,2022-12-31
AVB,2022,8.13,2022-12-31
SOLV,2022,7.78,2022-12-31
IBM,2022,1.82,2022-12-31
FFIV,2022,1.2,2022-12-31
ON,2022,4.39,2022-12-31
FIX,2022,6.84,2022-12-31
VLO,2022,29.05,2022-12-31
HII,2022,14.44,2022-12-31
GNRC,2022,0.84,2022-12-31
XOM,2022,13.26,2022-12-31
GOOGL,2022,4.59,2022-12-31
IDXX,2022,8.12,2022-12-31
CMCSA,2022,1.22,2022-12-31
PNC,2022,13.86,2022-12-31
DAL,2022,2.07,2022-12-31
SNA,2022,17.14,2022-12-31
IEX,2022,7.74,2022-12-31
SBAC,2022,4.27,2022-12-31
PGR,2022,1.19,2022-12-31
AON,2022,12.23,2022-12-31
CVS,2022,3.16,2022-12-31
HUM,2022,22.2,2022-12-31
PSA,2022,23.64,2022-12-31
COP,2022,14.62,2022-12-31
GM,2022,6.17,2022-12-31
BAX,2022,-4.83,2022-12-31
SMCI,2022,6.84,2022-12-31
MO,2022,3.19,2022-12-31
F,2022,-0.49,2022-12-31
GOOG,2022,4.59,2022-12-31
URI,2022,9.2,2022-12-31
T,2022,-1.13,2022-12-31
FISV,2022,3.94,2022-12-31
DHR,2022,9.8,2022-12-31
WM,2022,5.42,2022-12-31
GD,2022,12.31,2022-12-31
SYF,2022,6.19,2022-12-31
PNW,2022,4.27,2022-12-31
OKE,2022,3.85,2022-12-31
VRSN,2022,6.24,2022-12-31
OTIS,2022,2.98,2022-12-31
PODD,2022,0.07,2022-12-31
EXR,2022,6.41,2022-12-31
ORLY,2022,8.45,2022-12-31
SHW,2022,7.83,2022-12-31
WY,2022,2.53,2022-12-31
AIZ,2022,1.27,2022-12-31
CTSH,2022,4.42,2022-12-31
TMUS,2022,2.07,2022-12-31
DAY,2022,-0.48,2022-12-31
INTC,2022,1.95,2022-12-31
KO,2022,2.2,2022-12-31
UPS,2022,13.26,2022-12-31
PPG,2022,4.34,2022-12-31
FTV,2022,2.12,2022-12-31
DVA,2022,6.03,2022-12-31
IT,2022,10.08,2022-12-31
AMP,2022,28.29,2022-12-31
GE,2022,1.93,2022-12-31
POOL,2022,18.89,2022-12-31
SYY,2022,1.2,2022-12-31
DDOG,2022,-0.16,2022-12-31
FTNT,2022,1.08,2022-12-31
ITW,2022,9.8,2022-12-31
GEV,2022,-10.0,2022-12-31
PHM,2022,11.07,2022-12-31
CL,2022,2.13,2022-12-31
APA,2022,11.05,2022-12-31
ODFL,2022,12.26,2022-12-31
BDX,2022,1.71,2022-12-31
IR,2022,1.49,2022-12-31
GWW,2022,30.22,2022-12-31
PG,2022,1.63,2022-12-31
SW,2022,4.0,2022-12-31
COIN,2022,-11.81,2022-12-31
INCY,2022,1.53,2022-12-31
OXY,2022,13.41,2022-12-31
D,2022,1.09,2022-12-31
ALL,2022,-1.15,2022-12-31
AWK,2022,4.51,2022-12-31
GEHC,2022,4.22,2022-12-31
AMT,2022,3.83,2022-12-31
HLT,2022,4.56,2022-12-31
CPAY,2022,12.62,2022-12-31
WEC,2022,4.46,2022-12-31
AEE,2022,4.16,2022-12-31
SRE,2022,6.65,2022-12-31
FITB,2022,3.38,2022-12-31
SWK,2022,-0.35,2022-12-31
PEG,2022,2.07,2022-12-31
VRSK,2022,6.04,2022-12-31
PH,2022,3.08,2022-12-31
AIG,2022,13.16,2022-12-31
DXCM,2022,0.88,2022-12-31
CTVA,2022,1.59,2022-12-31
GS,2022,30.42,2022-12-31
AMCR,2022,0.309,2022-12-31
HOLX,2022,0.76,2022-12-31
ATO,2022,1.92,2022-12-31
AXON,2022,2.07,2022-12-31
PFE,2022,5.59,2022-12-31
STLD,2022,21.06,2022-12-31
BALL,2022,2.27,2022-12-31
BKR,2022,-0.61,2022-12-31
FIS,2022,-27.74,2022-12-31
AXP,2022,9.86,2022-12-31
DOC,2022,0.92,2022-12-31
PRU,2022,-0.16,2022-12-31
HCA,2022,19.43,2022-12-31
APH,2022,3.19,2022-12-31
PNR,2022,2.92,2022-12-31
AEP,2022,4.51,2022-12-31
PEP,2022,6.45,2022-12-31
PAYC,2022,4.86,2022-12-31
UHS,2022,9.23,2022-12-31
STT,2022,7.28,2022-12-31
HSIC,2022,3.95,2022-12-31
CRH,2022,5.15,2022-12-31
CSGP,2022,0.93,2022-12-31
PYPL,2022,2.1,2022-12-31
CTRA,2022,5.09,2022-12-31
WFC,2022,3.17,2022-12-31
FANG,2022,24.61,2022-12-31
HIG,2022,5.54,2022-12-31
WAB,2022,3.46,2022-12-31
PCAR,2022,5.76,2022-12-31
PM,2022,5.82,2022-12-31
HWM,2022,1.12,2022-12-31
PLD,2022,4.28,2022-12-31
NOW,2022,1.61,2022-12-31
SYK,2022,6.23,2022-12-31
PTC,2022,0.64,2022-12-31
CSX,2022,1.95,2022-12-31
DVN,2022,9.15,2022-12-31
SO,2022,3.28,2022-12-31
PSX,2022,23.36,2022-12-31
HUBB,2022,10.13,2022-12-31
SLB,2022,2.43,2022-12-31
FICO,2022,3.9,2022-12-31
FE,2022,0.71,2022-12-31
CEG,2022,-0.49,2022-12-31
CMI,2022,15.2,2022-12-31
GPC,2022,8.36,2022-12-31
WST,2022,7.87,2022-12-31
ED,2022,4.68,2022-12-31
HST,2022,0.89,2022-12-31
GLW,2022,1.56,2022-12-31
UNH,2022,21.47,2022-12-31
PCG,2022,0.91,2022-12-31
FSLR,2022,-0.41,2022-12-31
BAC,2022,3.21,2022-12-31
STE,2022,-0.8,2022-12-31
DLR,2022,1.18,2022-12-31
CCI,2022,3.87,2022-12-31
HON,2022,7.33,2022-12-31
GL,2022,7.55,2022-12-31
AMZN,2022,-0.27,2022-12-31
GILD,2022,3.66,2022-12-31
AMGN,2022,12.18,2022-12-31
GPN,2022,0.41,2022-12-31
PKG,2022,11.08,2022-12-31
FRT,2022,4.71,2022-12-31
FAST,2022,1.89,2022-12-31
PLTR,2022,-0.18,2022-12-31
LUV,2022,0.91,2022-12-31
AVY,2022,9.28,2022-12-31
WELL,2022,0.31,2022-12-31
WAT,2022,3.83,2022-12-31
IBKR,2022,3.78,2022-12-31
HBAN,2022,1.47,2022-12-31
AME,2022,5.04,2022-12-31
PFG,2022,18.94,2022-12-31
IFF,2022,-7.32,2022-12-31
APO,2022,-5.57,2022-12-31
NXPI,2022,10.64,2022-12-31
LNT,2022,2.73,2022-12-31
PWR,2022,3.42,2022-12-31
VTR,2022,-0.12,2022-12-31
ADP,2022,3.84,2022-12-31
CLX,2022,0.81,2022-12-31
ISRG,2022,3.72,2022-12-31
FOXA,2022,1.68,2022-12-31
ALGN,2022,4.62,2022-12-31
CME,2022,7.41,2022-12-31
GRMN,2022,5.06,2022-12-31
SPG,2022,2.06,2022-12-31
TTWO,2022,-3.27,2022-12-31
NUE,2022,4.9,2022-12-31
WBD,2022,-3.82,2022-12-31
DIS,2022,0.7,2022-12-31
NVR,2022,525.2,2022-12-31
EXPD,2022,8.33,2022-12-31
ICE,2022,2.59,2022-12-31
DASH,2022,-3.68,2022-12-31
CFG,2022,4.12,2022-12-31
VLTO,2022,3.43,2022-12-31
DECK,2022,16.0,2022-12-31
TROW,2022,6.73,2022-12-31
TECH,2022,0.89,2022-12-31
FOX,2022,1.68,2022-12-31
VZ,2022,5.06,2022-12-31
NRG,2022,5.17,2022-12-31
EXE,2022,38.71,2022-12-31
IVZ,2022,1.5,2022-12-31
C,2022,7.04,2022-12-31
ALLE,2022,5.2,2022-12-31
EXPE,2022,2.24,2022-12-31
IP,2022,4.14,2022-12-31
PPL,2022,1.03,2022-12-31
CMS,2022,2.85,2022-12-31
BEN,2022,0.32,2022-12-31
SNDK,2023,-14.78,2023-06-30
HAL,2023,800000.0,2023-09-30
EXC,2023,0.7,2023-09-30
FCX,2023,1.01,2023-09-30
NTAP,2023,1.12,2023-10-27
MDT,2023,1.28,2023-10-27
TGT,2023,2.1,2023-10-28
TJX,2023,1.04,2023-10-28
BBY,2023,1.21,2023-10-28
DLTR,2023,0.97,2023-10-28
ULTA,2023,18.08,2023-10-28
ADI,2023,6.6,2023-10-28
CSCO,2023,0.9,2023-10-28
ROST,2023,1.34,2023-10-28
AMAT,2023,8.16,2023-10-29
DE,2023,34.8,2023-10-29
LULU,2023,6.94,2023-10-29
HD,2023,3.83,2023-10-29
CPB,2023,0.79,2023-10-29
WSM,2023,1.85,2023-10-29
HRL,2023,1.45,2023-10-29
NVDA,2023,7.07,2023-10-29
AVGO,2023,3.39,2023-10-29
SJM,2023,1.91,2023-10-31
CRM,2023,2.76,2023-10-31
COO,2023,5.94,2023-10-31
WDAY,2023,0.74,2023-10-31
CRWD,2023,0.15,2023-10-31
SNPS,2023,8.08,2023-10-31
INTU,2023,0.86,2023-10-31
KEYS,2023,5.95,2023-10-31
HPQ,2023,3.29,2023-10-31
CPRT,2023,0.35,2023-10-31
WMT,2023,0.06,2023-10-31
HPE,2023,1.56,2023-10-31
NDSN,2023,8.54,2023-10-31
ADSK,2023,1.13,2023-10-31
A,2023,4.22,2023-10-31
PANW,2023,0.63,2023-10-31
LOW,2023,11.43,2023-11-03
DELL,2023,2.83,2023-11-03
DG,2023,5.74,2023-11-03
KR,2023,1.97,2023-11-04
AZO,2023,33.51,2023-11-18
DRI,2023,1.77,2023-11-26
CAG,2023,0.6,2023-11-26
LW,2023,3.1,2023-11-26
GIS,2023,1.03,2023-11-26
COST,2023,3.58,2023-11-26
MKC,2023,2.54,2023-11-30
ORCL,2023,0.91,2023-11-30
ACN,2023,3.14,2023-11-30
PAYX,2023,2.25,2023-11-30
FDS,2023,3.91,2023-11-30
MU,2023,-1.12,2023-11-30
NKE,2023,1.04,2023-11-30
CTAS,2023,7.43,2023-11-30
JBL,2023,1.49,2023-11-30
FDX,2023,3.59,2023-11-30
CCL,2023,-0.06,2023-11-30
LEN,2023,13.73,2023-11-30
ADBE,2023,11.87,2023-12-01
QCOM,2023,2.48,2023-12-24
LRCX,2023,1.39,2023-12-24
SWKS,2023,1.45,2023-12-29
WDC,2023,-0.92,2023-12-29
TRMB,2023,1.26,2023-12-29
J,2023,1.37,2023-12-29
STX,2023,-0.09,2023-12-29
LHX,2023,6.47,2023-12-29
GEN,2023,0.75,2023-12-29
TEL,2023,5.8,2023-12-29
LDOS,2023,1.45,2023-12-29
TDG,2023,4.87,2023-12-30
GRMN,2023,6.74,2023-12-30
TXT,2023,4.61,2023-12-30
SNA,2023,19.11,2023-12-30
PEP,2023,6.59,2023-12-30
INTC,2023,0.4,2023-12-30
KHC,2023,2.33,2023-12-30
AVY,2023,6.23,2023-12-30
AMD,2023,0.53,2023-12-30
HOLX,2023,1.03,2023-12-30
SYY,2023,1.82,2023-12-30
CRL,2023,9.27,2023-12-30
TPR,2023,2.26,2023-12-30
TSCO,2023,2.03,2023-12-30
DIS,2023,1.04,2023-12-30
AAPL,2023,2.19,2023-12-30
HSIC,2023,3.18,2023-12-30
RL,2023,4.25,2023-12-30
SWK,2023,-2.07,2023-12-30
HUM,2023,20.09,2023-12-31
VTR,2023,-0.1,2023-12-31
VRSK,2023,4.19,2023-12-31
MPWR,2023,8.98,2023-12-31
MDLZ,2023,3.64,2023-12-31
DLR,2023,3.04,2023-12-31
SPG,2023,6.98,2023-12-31
OXY,2023,4.22,2023-12-31
INCY,2023,2.67,2023-12-31
NWS,2023,0.33,2023-12-31
MO,2023,4.57,2023-12-31
FANG,2023,17.34,2023-12-31
ALL,2023,5.57,2023-12-31
ITW,2023,9.77,2023-12-31
NOW,2023,1.7,2023-12-31
IEX,2023,7.87,2023-12-31
ODFL,2023,5.66,2023-12-31
DAL,2023,7.21,2023-12-31
MRSH,2023,7.6,2023-12-31
IDXX,2023,10.17,2023-12-31
DVN,2023,5.86,2023-12-31
OMC,2023,6.98,2023-12-31
IBM,2023,8.23,2023-12-31
GOOG,2023,5.84,2023-12-31
OKE,2023,5.49,2023-12-31
GOOGL,2023,5.84,2023-12-31
MAR,2023,10.23,2023-12-31
HBAN,2023,1.26,2023-12-31
SHW,2023,9.35,2023-12-31
VLTO,2023,3.41,2023-12-31
SRE,2023,4.81,2023-12-31
ATO,2023,2.08,2023-12-31
DXCM,2023,1.4,2023-12-31
HII,2023,17.07,2023-12-31
ON,2023,5.07,2023-12-31
NWSA,2023,0.27,2023-12-31
UHS,2023,10.35,2023-12-31
CRH,2023,4.36,2023-12-31
CTRA,2023,2.14,2023-12-31
KMI,2023,1.06,2023-12-31
NTRS,2023,5.09,2023-12-31
ABT,2023,3.28,2023-12-31
WTW,2023,10.01,2023-12-31
SBUX,2023,0.9,2023-12-31
TAP,2023,4.39,2023-12-31
CCI,2023,3.46,2023-12-31
NCLH,2023,0.39,2023-12-31
IRM,2023,0.63,2023-12-31
NOC,2023,13.57,2023-12-31
MA,2023,11.86,2023-12-31
ALB,2023,13.41,2023-12-31
JBHT,2023,7.04,2023-12-31
JKHY,2023,2.66,2023-12-31
AXON,2023,2.37,2023-12-31
BKR,2023,1.93,2023-12-31
CSGP,2023,0.92,2023-12-31
KVUE,2023,0.17,2023-12-31
KDP,2023,1.56,2023-12-31
APD,2023,2.74,2023-12-31
NI,2023,1.59,2023-12-31
STLD,2023,14.72,2023-12-31
KEY,2023,0.89,2023-12-31
STE,2023,1.42,2023-12-31
JPM,2023,16.25,2023-12-31
CPAY,2023,13.42,2023-12-31
NSC,2023,8.04,2023-12-31
JNJ,2023,1.68,2023-12-31
JCI,2023,0.55,2023-12-31
ARE,2023,0.54,2023-12-31
STT,2023,5.65,2023-12-31
CTVA,2023,1.04,2023-12-31
AKAM,2023,3.59,2023-12-31
MTCH,2023,2.36,2023-12-31
BALL,2023,0.49,2023-12-31
KMB,2023,5.22,2023-12-31
SW,2023,3.19,2023-12-31
IBKR,2023,5.72,2023-12-31
NXPI,2023,10.83,2023-12-31
ALLE,2023,6.15,2023-12-31
NVR,2023,491.52,2023-12-31
ICE,2023,4.2,2023-12-31
SLB,2023,2.95,2023-12-31
MLM,2023,18.88,2023-12-31
DDOG,2023,0.15,2023-12-31
IFF,2023,-10.05,2023-12-31
LNT,2023,2.78,2023-12-31
AVB,2023,6.56,2023-12-31
DECK,2023,24.35,2023-12-31
IR,2023,1.92,2023-12-31
AFL,2023,0.46,2023-12-31
ZBRA,2023,5.75,2023-12-31
ADP,2023,2.14,2023-12-31
DAY,2023,0.35,2023-12-31
ORLY,2023,38.8,2023-12-31
WY,2023,1.15,2023-12-31
DVA,2023,7.62,2023-12-31
PODD,2023,2.96,2023-12-31
VLO,2023,24.93,2023-12-31
SOLV,2023,7.79,2023-12-31
ISRG,2023,5.12,2023-12-31
NEE,2023,3.61,2023-12-31
NRG,2023,-1.12,2023-12-31
IVZ,2023,-0.73,2023-12-31
INVH,2023,0.85,2023-12-31
IQV,2023,7.39,2023-12-31
LUV,2023,0.78,2023-12-31
CSX,2023,0.45,2023-12-31
CMI,2023,5.19,2023-12-31
IP,2023,0.83,2023-12-31
DHR,2023,6.44,2023-12-31
MAS,2023,4.03,2023-12-31
WMB,2023,2.61,2023-12-31
NUE,2023,18.05,2023-12-31
KLAC,2023,9.74,2023-12-31
ALGN,2023,5.82,2023-12-31
SO,2023,3.64,2023-12-31
CVS,2023,6.49,2023-12-31
OTIS,2023,3.42,2023-12-31
RF,2023,2.11,2023-12-31
MS,2023,5.24,2023-12-31
PG,2023,3.33,2023-12-31
FTV,2023,2.46,2023-12-31
EOG,2023,13.07,2023-12-31
PFG,2023,2.58,2023-12-31
XYL,2023,2.81,2023-12-31
AME,2023,5.7,2023-12-31
FOXA,2023,0.23,2023-12-31
FTNT,2023,1.47,2023-12-31
EFX,2023,4.44,2023-12-31
FE,2023,1.92,2023-12-31
APTV,2023,3.22,2023-12-31
FISV,2023,5.02,2023-12-31
REGN,2023,37.05,2023-12-31
VMC,2023,7.02,2023-12-31
EQT,2023,4.56,2023-12-31
PGR,2023,6.61,2023-12-31
EPAM,2023,7.21,2023-12-31
F,2023,1.09,2023-12-31
RSG,2023,5.47,2023-12-31
EME,2023,13.37,2023-12-31
PPG,2023,5.38,2023-12-31
IT,2023,11.17,2023-12-31
GE,2023,1.46,2023-12-31
NDAQ,2023,2.1,2023-12-31
RVTY,2023,5.56,2023-12-31
ADM,2023,1.07,2023-12-31
AMP,2023,3.64,2023-12-31
FOX,2023,0.23,2023-12-31
PPL,2023,1.0,2023-12-31
ETR,2023,11.14,2023-12-31
BEN,2023,0.5,2023-12-31
YUM,2023,5.68,2023-12-31
ACGL,2023,11.94,2023-12-31
EMR,2023,0.25,2023-12-31
LII,2023,16.61,2023-12-31
RMD,2023,1.42,2023-12-31
WBD,2023,-1.28,2023-12-31
EVRG,2023,3.18,2023-12-31
PHM,2023,11.79,2023-12-31
XOM,2023,8.89,2023-12-31
AON,2023,12.6,2023-12-31
FFIV,2023,2.34,2023-12-31
PSA,2023,11.11,2023-12-31
WRB,2023,5.1,2023-12-31
EG,2023,60.19,2023-12-31
FICO,2023,4.89,2023-12-31
PTC,2023,0.56,2023-12-31
DGX,2023,7.59,2023-12-31
APO,2023,8.32,2023-12-31
EXE,2023,18.21,2023-12-31
EXPE,2023,5.5,2023-12-31
EXPD,2023,5.05,2023-12-31
LMT,2023,27.65,2023-12-31
LYV,2023,1.38,2023-12-31
PWR,2023,5.13,2023-12-31
EXR,2023,4.74,2023-12-31
ES,2023,-1.27,2023-12-31
GWW,2023,36.39,2023-12-31
MSI,2023,10.23,2023-12-31
APA,2023,9.26,2023-12-31
FAST,2023,2.02,2023-12-31
